[0. 0.],[-0.02338372 -0.05716021],[-0.05456202 -0.10392766],[-0.07015117 -0.13510596],[-0.06755298 -0.16628426],[-0.10652585 -0.15589149],[-0.21824809 -0.13770415],[-0.27021192 -0.09613309],[-0.29879202 -0.05716021],[-0.10912404 -0.14290053],[-0.23643543 -0.09873128],[-0.27800649 -0.04416926],[-0.29619383  0.00259819],[-0.11432043 -0.11172223],[-0.23123904 -0.0623566 ],[-0.25981915 -0.00519638],[-0.26761373  0.04157106],[-0.11691862 -0.06755298],[-0.20265894 -0.02338372],[-0.22084628  0.01558915],[-0.22344447  0.04936564],nan,nan,-1
[0. 0.],[0.06253181 0.        ],[ 0.11586776 -0.0128742 ],[ 0.15632952 -0.01103503],[ 0.19127377 -0.00919585],[ 0.12322445 -0.10483274],[ 0.16552538 -0.16552538],[ 0.19679128 -0.19863045],[ 0.22805719 -0.22437884],[ 0.08460186 -0.12506362],[ 0.12506362 -0.20046962],[ 0.16000786 -0.24644889],[ 0.19311294 -0.28323231],[ 0.03862259 -0.12690279],[ 0.06804932 -0.19863045],[ 0.09931523 -0.24093138],[ 0.13058113 -0.2777148 ],[-0.01103503 -0.11770693],[ 0.00183917 -0.1765604 ],[ 0.01471337 -0.21334382],[ 0.0312659  -0.24828807],nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1
